"","Station","Time","Date","Species","DateTimeOriginal","roundedDateTime","checks"
"2617","StationA",22H 56M 53S,2024-03-24,"Bengal Fox",2024-03-24 22:56:53,2024-03-24 22:57:00,"Round 02"
"2618","StationA",22H 59M 43S,2024-03-24,"Bengal Fox",2024-03-24 22:59:43,2024-03-24 23:00:00,"Round 02"
"2619","StationA",23H 0M 35S,2024-03-24,"Bengal Fox",2024-03-24 23:00:35,2024-03-24 23:01:00,"Round 02"
"2620","StationA",23H 59M 1S,2024-03-24,"Bengal Fox",2024-03-24 23:59:01,2024-03-24 23:59:00,"Round 02"
"2621","StationA",23H 59M 42S,2024-03-24,"Bengal Fox",2024-03-24 23:59:42,2024-03-25,"Round 02"
"2622","StationA",49M 39S,2024-03-25,"Bengal Fox",2024-03-25 00:49:39,2024-03-25 00:50:00,"Round 02"
"2623","StationA",54M 54S,2024-03-25,"Bengal Fox",2024-03-25 00:54:54,2024-03-25 00:55:00,"Round 02"
"2624","StationA",55M 11S,2024-03-25,"Bengal Fox",2024-03-25 00:55:11,2024-03-25 00:55:00,"Round 02"
"2625","StationA",56M 32S,2024-03-25,"Bengal Fox",2024-03-25 00:56:32,2024-03-25 00:57:00,"Round 02"
"2626","StationA",58M 31S,2024-03-25,"Bengal Fox",2024-03-25 00:58:31,2024-03-25 00:59:00,"Round 02"
"2627","StationA",59M 45S,2024-03-25,"Bengal Fox",2024-03-25 00:59:45,2024-03-25 01:00:00,"Round 02"
"2628","StationA",1H 14M 31S,2024-03-25,"Bengal Fox",2024-03-25 01:14:31,2024-03-25 01:15:00,"Round 02"
"2629","StationA",1H 14M 47S,2024-03-25,"Bengal Fox",2024-03-25 01:14:47,2024-03-25 01:15:00,"Round 02"
"2630","StationA",1H 15M 1S,2024-03-25,"Bengal Fox",2024-03-25 01:15:01,2024-03-25 01:15:00,"Round 02"
"2631","StationA",1H 15M 13S,2024-03-25,"Bengal Fox",2024-03-25 01:15:13,2024-03-25 01:15:00,"Round 02"
"2632","StationA",1H 22M 6S,2024-03-25,"Bengal Fox",2024-03-25 01:22:06,2024-03-25 01:22:00,"Round 02"
"2633","StationA",1H 22M 26S,2024-03-25,"Bengal Fox",2024-03-25 01:22:26,2024-03-25 01:22:00,"Round 02"
"2634","StationA",1H 22M 37S,2024-03-25,"Bengal Fox",2024-03-25 01:22:37,2024-03-25 01:23:00,"Round 02"
"2635","StationA",1H 23M 3S,2024-03-25,"Bengal Fox",2024-03-25 01:23:03,2024-03-25 01:23:00,"Round 02"
"2636","StationA",1H 23M 15S,2024-03-25,"Bengal Fox",2024-03-25 01:23:15,2024-03-25 01:23:00,"Round 02"
"2637","StationA",1H 23M 32S,2024-03-25,"Bengal Fox",2024-03-25 01:23:32,2024-03-25 01:24:00,"Round 02"
"2638","StationA",1H 23M 57S,2024-03-25,"Bengal Fox",2024-03-25 01:23:57,2024-03-25 01:24:00,"Round 02"
"2639","StationA",1H 26M 19S,2024-03-25,"Bengal Fox",2024-03-25 01:26:19,2024-03-25 01:26:00,"Round 02"
"2640","StationA",1H 26M 47S,2024-03-25,"Bengal Fox",2024-03-25 01:26:47,2024-03-25 01:27:00,"Round 02"
"2641","StationA",1H 27M 48S,2024-03-25,"Bengal Fox",2024-03-25 01:27:48,2024-03-25 01:28:00,"Round 02"
"2642","StationA",1H 28M 0S,2024-03-25,"Bengal Fox",2024-03-25 01:28:00,2024-03-25 01:28:00,"Round 02"
"2643","StationA",1H 31M 36S,2024-03-25,"Bengal Fox",2024-03-25 01:31:36,2024-03-25 01:32:00,"Round 02"
"2644","StationA",1H 31M 48S,2024-03-25,"Bengal Fox",2024-03-25 01:31:48,2024-03-25 01:32:00,"Round 02"
"2645","StationA",1H 32M 6S,2024-03-25,"Bengal Fox",2024-03-25 01:32:06,2024-03-25 01:32:00,"Round 02"
"2646","StationA",1H 32M 19S,2024-03-25,"Bengal Fox",2024-03-25 01:32:19,2024-03-25 01:32:00,"Round 02"
"2647","StationA",1H 32M 37S,2024-03-25,"Bengal Fox",2024-03-25 01:32:37,2024-03-25 01:33:00,"Round 02"
"2648","StationA",1H 32M 48S,2024-03-25,"Bengal Fox",2024-03-25 01:32:48,2024-03-25 01:33:00,"Round 02"
"2649","StationA",1H 33M 3S,2024-03-25,"Bengal Fox",2024-03-25 01:33:03,2024-03-25 01:33:00,"Round 02"
"2650","StationA",1H 33M 16S,2024-03-25,"Bengal Fox",2024-03-25 01:33:16,2024-03-25 01:33:00,"Round 02"
"2651","StationA",1H 34M 6S,2024-03-25,"Bengal Fox",2024-03-25 01:34:06,2024-03-25 01:34:00,"Round 02"
"2652","StationA",1H 35M 10S,2024-03-25,"Bengal Fox",2024-03-25 01:35:10,2024-03-25 01:35:00,"Round 02"
"2653","StationA",1H 35M 23S,2024-03-25,"Bengal Fox",2024-03-25 01:35:23,2024-03-25 01:35:00,"Round 02"
"2654","StationA",1H 35M 39S,2024-03-25,"Bengal Fox",2024-03-25 01:35:39,2024-03-25 01:36:00,"Round 02"
"2655","StationA",1H 36M 9S,2024-03-25,"Bengal Fox",2024-03-25 01:36:09,2024-03-25 01:36:00,"Round 02"
"2656","StationA",1H 50M 34S,2024-03-25,"Bengal Fox",2024-03-25 01:50:34,2024-03-25 01:51:00,"Round 02"
"2657","StationA",1H 55M 4S,2024-03-25,"Bengal Fox",2024-03-25 01:55:04,2024-03-25 01:55:00,"Round 02"
"2658","StationA",3H 12M 2S,2024-03-25,"Bengal Fox",2024-03-25 03:12:02,2024-03-25 03:12:00,"Round 02"
"2659","StationA",3H 16M 39S,2024-03-25,"Bengal Fox",2024-03-25 03:16:39,2024-03-25 03:17:00,"Round 02"
"2660","StationA",3H 16M 53S,2024-03-25,"Bengal Fox",2024-03-25 03:16:53,2024-03-25 03:17:00,"Round 02"
"2661","StationA",3H 17M 20S,2024-03-25,"Bengal Fox",2024-03-25 03:17:20,2024-03-25 03:17:00,"Round 02"
"2662","StationA",3H 33M 55S,2024-03-25,"Bengal Fox",2024-03-25 03:33:55,2024-03-25 03:34:00,"Round 02"
"2663","StationA",3H 34M 12S,2024-03-25,"Bengal Fox",2024-03-25 03:34:12,2024-03-25 03:34:00,"Round 02"
"2664","StationA",3H 37M 10S,2024-03-25,"Bengal Fox",2024-03-25 03:37:10,2024-03-25 03:37:00,"Round 02"
"2665","StationA",3H 37M 22S,2024-03-25,"Bengal Fox",2024-03-25 03:37:22,2024-03-25 03:37:00,"Round 02"
"2666","StationA",3H 37M 34S,2024-03-25,"Bengal Fox",2024-03-25 03:37:34,2024-03-25 03:38:00,"Round 02"
"2667","StationA",3H 37M 46S,2024-03-25,"Bengal Fox",2024-03-25 03:37:46,2024-03-25 03:38:00,"Round 02"
"2668","StationA",3H 37M 58S,2024-03-25,"Bengal Fox",2024-03-25 03:37:58,2024-03-25 03:38:00,"Round 02"
"2669","StationA",3H 38M 11S,2024-03-25,"Bengal Fox",2024-03-25 03:38:11,2024-03-25 03:38:00,"Round 02"
"2670","StationA",3H 38M 24S,2024-03-25,"Bengal Fox",2024-03-25 03:38:24,2024-03-25 03:38:00,"Round 02"
"2671","StationA",3H 38M 37S,2024-03-25,"Bengal Fox",2024-03-25 03:38:37,2024-03-25 03:39:00,"Round 02"
"2672","StationA",3H 39M 12S,2024-03-25,"Bengal Fox",2024-03-25 03:39:12,2024-03-25 03:39:00,"Round 02"
"2673","StationA",3H 40M 24S,2024-03-25,"Bengal Fox",2024-03-25 03:40:24,2024-03-25 03:40:00,"Round 02"
"2674","StationA",3H 41M 34S,2024-03-25,"Bengal Fox",2024-03-25 03:41:34,2024-03-25 03:42:00,"Round 02"
"2675","StationA",3H 43M 3S,2024-03-25,"Bengal Fox",2024-03-25 03:43:03,2024-03-25 03:43:00,"Round 02"
"2676","StationA",3H 43M 16S,2024-03-25,"Bengal Fox",2024-03-25 03:43:16,2024-03-25 03:43:00,"Round 02"
"2677","StationA",3H 43M 36S,2024-03-25,"Bengal Fox",2024-03-25 03:43:36,2024-03-25 03:44:00,"Round 02"
"2678","StationA",3H 43M 49S,2024-03-25,"Bengal Fox",2024-03-25 03:43:49,2024-03-25 03:44:00,"Round 02"
"2679","StationA",3H 45M 34S,2024-03-25,"Bengal Fox",2024-03-25 03:45:34,2024-03-25 03:46:00,"Round 02"
"2680","StationA",3H 50M 24S,2024-03-25,"Bengal Fox",2024-03-25 03:50:24,2024-03-25 03:50:00,"Round 02"
"2681","StationA",3H 52M 59S,2024-03-25,"Bengal Fox",2024-03-25 03:52:59,2024-03-25 03:53:00,"Round 02"
"2682","StationA",4H 3M 47S,2024-03-25,"Bengal Fox",2024-03-25 04:03:47,2024-03-25 04:04:00,"Round 02"
"2683","StationA",4H 16M 25S,2024-03-25,"Bengal Fox",2024-03-25 04:16:25,2024-03-25 04:16:00,"Round 02"
"2684","StationA",4H 17M 6S,2024-03-25,"Bengal Fox",2024-03-25 04:17:06,2024-03-25 04:17:00,"Round 02"
"2685","StationA",4H 22M 9S,2024-03-25,"Bengal Fox",2024-03-25 04:22:09,2024-03-25 04:22:00,"Round 02"
"2686","StationA",4H 27M 36S,2024-03-25,"Bengal Fox",2024-03-25 04:27:36,2024-03-25 04:28:00,"Round 02"
"2687","StationA",4H 31M 17S,2024-03-25,"Bengal Fox",2024-03-25 04:31:17,2024-03-25 04:31:00,"Round 02"
"2688","StationA",4H 32M 2S,2024-03-25,"Bengal Fox",2024-03-25 04:32:02,2024-03-25 04:32:00,"Round 02"
"2689","StationA",4H 36M 9S,2024-03-25,"Bengal Fox",2024-03-25 04:36:09,2024-03-25 04:36:00,"Round 02"
"2690","StationA",4H 37M 17S,2024-03-25,"Bengal Fox",2024-03-25 04:37:17,2024-03-25 04:37:00,"Round 02"
"2691","StationA",4H 38M 1S,2024-03-25,"Bengal Fox",2024-03-25 04:38:01,2024-03-25 04:38:00,"Round 02"
"2692","StationA",4H 41M 47S,2024-03-25,"Bengal Fox",2024-03-25 04:41:47,2024-03-25 04:42:00,"Round 02"
"2693","StationA",4H 43M 32S,2024-03-25,"Bengal Fox",2024-03-25 04:43:32,2024-03-25 04:44:00,"Round 02"
"2694","StationA",4H 44M 14S,2024-03-25,"Bengal Fox",2024-03-25 04:44:14,2024-03-25 04:44:00,"Round 02"
"2695","StationA",4H 47M 50S,2024-03-25,"Bengal Fox",2024-03-25 04:47:50,2024-03-25 04:48:00,"Round 02"
"2696","StationA",4H 49M 38S,2024-03-25,"Bengal Fox",2024-03-25 04:49:38,2024-03-25 04:50:00,"Round 02"
"2697","StationA",4H 50M 19S,2024-03-25,"Bengal Fox",2024-03-25 04:50:19,2024-03-25 04:50:00,"Round 02"
"2698","StationA",4H 50M 39S,2024-03-25,"Bengal Fox",2024-03-25 04:50:39,2024-03-25 04:51:00,"Round 02"
"2699","StationA",4H 51M 37S,2024-03-25,"Bengal Fox",2024-03-25 04:51:37,2024-03-25 04:52:00,"Round 02"
"2700","StationA",4H 52M 11S,2024-03-25,"Bengal Fox",2024-03-25 04:52:11,2024-03-25 04:52:00,"Round 02"
"2701","StationA",4H 52M 58S,2024-03-25,"Bengal Fox",2024-03-25 04:52:58,2024-03-25 04:53:00,"Round 02"
"2702","StationA",4H 55M 52S,2024-03-25,"Bengal Fox",2024-03-25 04:55:52,2024-03-25 04:56:00,"Round 02"
"2703","StationA",4H 56M 23S,2024-03-25,"Bengal Fox",2024-03-25 04:56:23,2024-03-25 04:56:00,"Round 02"
"2704","StationA",5H 1M 55S,2024-03-25,"Bengal Fox",2024-03-25 05:01:55,2024-03-25 05:02:00,"Round 02"
"2705","StationA",5H 4M 27S,2024-03-25,"Bengal Fox",2024-03-25 05:04:27,2024-03-25 05:04:00,"Round 02"
"2706","StationA",5H 6M 20S,2024-03-25,"Bengal Fox",2024-03-25 05:06:20,2024-03-25 05:06:00,"Round 02"
"2707","StationA",5H 8M 58S,2024-03-25,"Bengal Fox",2024-03-25 05:08:58,2024-03-25 05:09:00,"Round 02"
"2708","StationA",5H 11M 13S,2024-03-25,"Bengal Fox",2024-03-25 05:11:13,2024-03-25 05:11:00,"Round 02"
"2709","StationA",5H 18M 52S,2024-03-25,"Bengal Fox",2024-03-25 05:18:52,2024-03-25 05:19:00,"Round 02"
"2710","StationA",5H 20M 50S,2024-03-25,"Bengal Fox",2024-03-25 05:20:50,2024-03-25 05:21:00,"Round 02"
"2711","StationA",5H 21M 7S,2024-03-25,"Bengal Fox",2024-03-25 05:21:07,2024-03-25 05:21:00,"Round 02"
"2712","StationA",5H 22M 16S,2024-03-25,"Bengal Fox",2024-03-25 05:22:16,2024-03-25 05:22:00,"Round 02"
"2713","StationA",5H 29M 8S,2024-03-25,"Bengal Fox",2024-03-25 05:29:08,2024-03-25 05:29:00,"Round 02"
"2714","StationA",5H 32M 29S,2024-03-25,"Bengal Fox",2024-03-25 05:32:29,2024-03-25 05:32:00,"Round 02"
"2715","StationA",5H 35M 6S,2024-03-25,"Bengal Fox",2024-03-25 05:35:06,2024-03-25 05:35:00,"Round 02"
"2716","StationA",5H 39M 13S,2024-03-25,"Bengal Fox",2024-03-25 05:39:13,2024-03-25 05:39:00,"Round 02"
"2717","StationA",5H 40M 25S,2024-03-25,"Bengal Fox",2024-03-25 05:40:25,2024-03-25 05:40:00,"Round 02"
"2718","StationA",5H 43M 25S,2024-03-25,"Bengal Fox",2024-03-25 05:43:25,2024-03-25 05:43:00,"Round 02"
"2719","StationA",5H 44M 18S,2024-03-25,"Bengal Fox",2024-03-25 05:44:18,2024-03-25 05:44:00,"Round 02"
"2720","StationA",5H 45M 23S,2024-03-25,"Bengal Fox",2024-03-25 05:45:23,2024-03-25 05:45:00,"Round 02"
"2721","StationA",5H 47M 58S,2024-03-25,"Bengal Fox",2024-03-25 05:47:58,2024-03-25 05:48:00,"Round 02"
"2722","StationA",9H 18M 54S,2024-03-25,"Bengal Fox",2024-03-25 09:18:54,2024-03-25 09:19:00,"Round 02"
"2723","StationA",11H 21M 33S,2024-03-25,"Bengal Fox",2024-03-25 11:21:33,2024-03-25 11:22:00,"Round 02"
"2724","StationA",11H 50M 11S,2024-03-25,"Bengal Fox",2024-03-25 11:50:11,2024-03-25 11:50:00,"Round 02"
"2725","StationA",11H 50M 32S,2024-03-25,"Bengal Fox",2024-03-25 11:50:32,2024-03-25 11:51:00,"Round 02"
"2726","StationA",11H 51M 31S,2024-03-25,"Bengal Fox",2024-03-25 11:51:31,2024-03-25 11:52:00,"Round 02"
"2727","StationA",11H 57M 41S,2024-03-25,"Bengal Fox",2024-03-25 11:57:41,2024-03-25 11:58:00,"Round 02"
"2728","StationA",11H 58M 10S,2024-03-25,"Bengal Fox",2024-03-25 11:58:10,2024-03-25 11:58:00,"Round 02"
"2729","StationA",12H 1M 48S,2024-03-25,"Bengal Fox",2024-03-25 12:01:48,2024-03-25 12:02:00,"Round 02"
"2730","StationA",12H 2M 12S,2024-03-25,"Bengal Fox",2024-03-25 12:02:12,2024-03-25 12:02:00,"Round 02"
"2731","StationA",17H 12M 11S,2024-03-22,"Bengal Fox",2024-03-22 17:12:11,2024-03-22 17:12:00,"Round 02"
"2732","StationA",17H 15M 59S,2024-03-22,"Bengal Fox",2024-03-22 17:15:59,2024-03-22 17:16:00,"Round 02"
"2733","StationA",1H 32M 56S,2024-04-22,"Bengal Fox",2024-04-22 01:32:56,2024-04-22 01:33:00,"Round 04"
"2734","StationA",1H 47M 57S,2024-04-22,"Bengal Fox",2024-04-22 01:47:57,2024-04-22 01:48:00,"Round 04"
"2735","StationA",1H 57M 6S,2024-04-22,"Bengal Fox",2024-04-22 01:57:06,2024-04-22 01:57:00,"Round 04"
"2736","StationA",1H 58M 50S,2024-04-22,"Bengal Fox",2024-04-22 01:58:50,2024-04-22 01:59:00,"Round 04"
"2737","StationA",2H 6M 55S,2024-04-22,"Bengal Fox",2024-04-22 02:06:55,2024-04-22 02:07:00,"Round 04"
"2738","StationA",2H 7M 39S,2024-04-22,"Bengal Fox",2024-04-22 02:07:39,2024-04-22 02:08:00,"Round 04"
"2739","StationA",2H 8M 50S,2024-04-22,"Bengal Fox",2024-04-22 02:08:50,2024-04-22 02:09:00,"Round 04"
"2740","StationA",2H 9M 45S,2024-04-22,"Bengal Fox",2024-04-22 02:09:45,2024-04-22 02:10:00,"Round 04"
"2741","StationA",2H 10M 57S,2024-04-22,"Bengal Fox",2024-04-22 02:10:57,2024-04-22 02:11:00,"Round 04"
"2742","StationA",2H 13M 35S,2024-04-22,"Bengal Fox",2024-04-22 02:13:35,2024-04-22 02:14:00,"Round 04"
"2743","StationA",2H 15M 53S,2024-04-22,"Bengal Fox",2024-04-22 02:15:53,2024-04-22 02:16:00,"Round 04"
"2744","StationA",2H 18M 57S,2024-04-22,"Bengal Fox",2024-04-22 02:18:57,2024-04-22 02:19:00,"Round 04"
"2745","StationA",2H 22M 1S,2024-04-22,"Bengal Fox",2024-04-22 02:22:01,2024-04-22 02:22:00,"Round 04"
"2746","StationA",3H 0M 44S,2024-04-22,"Bengal Fox",2024-04-22 03:00:44,2024-04-22 03:01:00,"Round 04"
"2747","StationA",3H 39M 29S,2024-04-22,"Bengal Fox",2024-04-22 03:39:29,2024-04-22 03:39:00,"Round 04"
"2748","StationA",3H 48M 45S,2024-04-22,"Bengal Fox",2024-04-22 03:48:45,2024-04-22 03:49:00,"Round 04"
"2749","StationA",4H 37M 16S,2024-04-22,"Bengal Fox",2024-04-22 04:37:16,2024-04-22 04:37:00,"Round 04"
"2750","StationA",4H 38M 53S,2024-04-22,"Bengal Fox",2024-04-22 04:38:53,2024-04-22 04:39:00,"Round 04"
"2751","StationA",4H 43M 3S,2024-04-22,"Bengal Fox",2024-04-22 04:43:03,2024-04-22 04:43:00,"Round 04"
"2752","StationA",4H 55M 23S,2024-04-22,"Bengal Fox",2024-04-22 04:55:23,2024-04-22 04:55:00,"Round 04"
"2753","StationA",5H 0M 52S,2024-04-22,"Bengal Fox",2024-04-22 05:00:52,2024-04-22 05:01:00,"Round 04"
"2754","StationA",5H 15M 12S,2024-04-22,"Bengal Fox",2024-04-22 05:15:12,2024-04-22 05:15:00,"Round 04"
"2755","StationA",6H 18M 58S,2024-04-22,"Bengal Fox",2024-04-22 06:18:58,2024-04-22 06:19:00,"Round 04"
"2756","StationA",6H 21M 1S,2024-04-22,"Bengal Fox",2024-04-22 06:21:01,2024-04-22 06:21:00,"Round 04"
"2757","StationA",6H 21M 19S,2024-04-22,"Bengal Fox",2024-04-22 06:21:19,2024-04-22 06:21:00,"Round 04"
"2758","StationA",6H 23M 53S,2024-04-22,"Bengal Fox",2024-04-22 06:23:53,2024-04-22 06:24:00,"Round 04"
"2759","StationA",6H 25M 47S,2024-04-22,"Bengal Fox",2024-04-22 06:25:47,2024-04-22 06:26:00,"Round 04"
"2760","StationA",6H 31M 37S,2024-04-22,"Bengal Fox",2024-04-22 06:31:37,2024-04-22 06:32:00,"Round 04"
"2761","StationA",6H 41M 14S,2024-04-22,"Bengal Fox",2024-04-22 06:41:14,2024-04-22 06:41:00,"Round 04"
"2762","StationA",6H 42M 43S,2024-04-22,"Bengal Fox",2024-04-22 06:42:43,2024-04-22 06:43:00,"Round 04"
"2763","StationA",6H 46M 52S,2024-04-22,"Bengal Fox",2024-04-22 06:46:52,2024-04-22 06:47:00,"Round 04"
"2764","StationA",6H 47M 4S,2024-04-22,"Bengal Fox",2024-04-22 06:47:04,2024-04-22 06:47:00,"Round 04"
"2765","StationA",6H 47M 15S,2024-04-22,"Bengal Fox",2024-04-22 06:47:15,2024-04-22 06:47:00,"Round 04"
"2766","StationA",6H 48M 46S,2024-04-22,"Bengal Fox",2024-04-22 06:48:46,2024-04-22 06:49:00,"Round 04"
"2767","StationA",6H 49M 6S,2024-04-22,"Bengal Fox",2024-04-22 06:49:06,2024-04-22 06:49:00,"Round 04"
"2768","StationA",6H 53M 37S,2024-04-22,"Bengal Fox",2024-04-22 06:53:37,2024-04-22 06:54:00,"Round 04"
"2769","StationA",6H 55M 9S,2024-04-22,"Bengal Fox",2024-04-22 06:55:09,2024-04-22 06:55:00,"Round 04"
"2770","StationA",7H 8M 31S,2024-04-22,"Bengal Fox",2024-04-22 07:08:31,2024-04-22 07:09:00,"Round 04"
"2771","StationA",7H 8M 43S,2024-04-22,"Bengal Fox",2024-04-22 07:08:43,2024-04-22 07:09:00,"Round 04"
"2772","StationA",7H 9M 1S,2024-04-22,"Bengal Fox",2024-04-22 07:09:01,2024-04-22 07:09:00,"Round 04"
"2773","StationA",7H 11M 53S,2024-04-22,"Bengal Fox",2024-04-22 07:11:53,2024-04-22 07:12:00,"Round 04"
"2774","StationA",7H 18M 15S,2024-04-22,"Bengal Monitor",2024-04-22 07:18:15,2024-04-22 07:18:00,"Round 04"
"2775","StationA",7H 31M 32S,2024-04-22,"Bengal Fox",2024-04-22 07:31:32,2024-04-22 07:32:00,"Round 04"
"2776","StationA",7H 31M 44S,2024-04-22,"Bengal Fox",2024-04-22 07:31:44,2024-04-22 07:32:00,"Round 04"
"2777","StationA",7H 31M 56S,2024-04-22,"Bengal Fox",2024-04-22 07:31:56,2024-04-22 07:32:00,"Round 04"
"2778","StationA",7H 35M 39S,2024-04-22,"Bengal Fox",2024-04-22 07:35:39,2024-04-22 07:36:00,"Round 04"
"2779","StationA",7H 35M 39S,2024-04-22,"Bengal Monitor",2024-04-22 07:35:39,2024-04-22 07:36:00,"Round 04"
"2780","StationA",7H 35M 39S,2024-04-22,"Bengal Fox",2024-04-22 07:35:39,2024-04-22 07:36:00,"Round 04"
"2781","StationA",7H 35M 39S,2024-04-22,"Bengal Monitor",2024-04-22 07:35:39,2024-04-22 07:36:00,"Round 04"
"2782","StationA",7H 35M 51S,2024-04-22,"Bengal Fox",2024-04-22 07:35:51,2024-04-22 07:36:00,"Round 04"
"2783","StationA",7H 35M 51S,2024-04-22,"Bengal Monitor",2024-04-22 07:35:51,2024-04-22 07:36:00,"Round 04"
"2784","StationA",7H 35M 51S,2024-04-22,"Bengal Fox",2024-04-22 07:35:51,2024-04-22 07:36:00,"Round 04"
"2785","StationA",7H 35M 51S,2024-04-22,"Bengal Monitor",2024-04-22 07:35:51,2024-04-22 07:36:00,"Round 04"
"2786","StationA",8H 0M 43S,2024-04-22,"Bengal Fox",2024-04-22 08:00:43,2024-04-22 08:01:00,"Round 04"
"2787","StationA",8H 0M 43S,2024-04-22,"Bengal Monitor",2024-04-22 08:00:43,2024-04-22 08:01:00,"Round 04"
"2788","StationA",8H 0M 43S,2024-04-22,"Bengal Fox",2024-04-22 08:00:43,2024-04-22 08:01:00,"Round 04"
"2789","StationA",8H 0M 43S,2024-04-22,"Bengal Monitor",2024-04-22 08:00:43,2024-04-22 08:01:00,"Round 04"
"2790","StationA",8H 0M 59S,2024-04-22,"Bengal Fox",2024-04-22 08:00:59,2024-04-22 08:01:00,"Round 04"
"2791","StationA",8H 0M 59S,2024-04-22,"Bengal Monitor",2024-04-22 08:00:59,2024-04-22 08:01:00,"Round 04"
"2792","StationA",8H 0M 59S,2024-04-22,"Bengal Fox",2024-04-22 08:00:59,2024-04-22 08:01:00,"Round 04"
"2793","StationA",8H 0M 59S,2024-04-22,"Bengal Monitor",2024-04-22 08:00:59,2024-04-22 08:01:00,"Round 04"
"2794","StationA",8H 28M 9S,2024-04-22,"Bengal Fox",2024-04-22 08:28:09,2024-04-22 08:28:00,"Round 04"
"2795","StationA",8H 28M 9S,2024-04-22,"Bengal Monitor",2024-04-22 08:28:09,2024-04-22 08:28:00,"Round 04"
"2796","StationA",8H 28M 9S,2024-04-22,"Bengal Fox",2024-04-22 08:28:09,2024-04-22 08:28:00,"Round 04"
"2797","StationA",8H 28M 9S,2024-04-22,"Bengal Monitor",2024-04-22 08:28:09,2024-04-22 08:28:00,"Round 04"
"2798","StationA",17H 27M 27S,2024-04-22,"Bengal Fox",2024-04-22 17:27:27,2024-04-22 17:27:00,"Round 04"
"2799","StationA",17H 28M 41S,2024-04-22,"Bengal Fox",2024-04-22 17:28:41,2024-04-22 17:29:00,"Round 04"
"2800","StationA",17H 31M 7S,2024-04-22,"Bengal Fox",2024-04-22 17:31:07,2024-04-22 17:31:00,"Round 04"
"2801","StationA",17H 31M 19S,2024-04-22,"Bengal Fox",2024-04-22 17:31:19,2024-04-22 17:31:00,"Round 04"
"2802","StationA",17H 34M 50S,2024-04-22,"Bengal Fox",2024-04-22 17:34:50,2024-04-22 17:35:00,"Round 04"
"2803","StationA",17H 42M 59S,2024-04-22,"Bengal Fox",2024-04-22 17:42:59,2024-04-22 17:43:00,"Round 04"
"2804","StationA",18H 5M 0S,2024-04-22,"Bengal Fox",2024-04-22 18:05:00,2024-04-22 18:05:00,"Round 04"
"2805","StationA",18H 8M 32S,2024-04-22,"Bengal Fox",2024-04-22 18:08:32,2024-04-22 18:09:00,"Round 04"
"2806","StationA",18H 44M 41S,2024-04-22,"Bengal Fox",2024-04-22 18:44:41,2024-04-22 18:45:00,"Round 04"
"2807","StationA",19H 9M 46S,2024-04-22,"Bengal Fox",2024-04-22 19:09:46,2024-04-22 19:10:00,"Round 04"
"2808","StationA",20H 32M 54S,2024-04-22,"Bengal Fox",2024-04-22 20:32:54,2024-04-22 20:33:00,"Round 04"
"2809","StationA",22H 4M 2S,2024-04-22,"Bengal Fox",2024-04-22 22:04:02,2024-04-22 22:04:00,"Round 04"
"2810","StationA",22H 5M 11S,2024-04-22,"Bengal Fox",2024-04-22 22:05:11,2024-04-22 22:05:00,"Round 04"
"2811","StationA",22H 7M 16S,2024-04-22,"Bengal Fox",2024-04-22 22:07:16,2024-04-22 22:07:00,"Round 04"
"2812","StationA",22H 30M 1S,2024-04-22,"Bengal Fox",2024-04-22 22:30:01,2024-04-22 22:30:00,"Round 04"
"2813","StationA",22H 30M 50S,2024-04-22,"Bengal Fox",2024-04-22 22:30:50,2024-04-22 22:31:00,"Round 04"
"2814","StationA",22H 31M 50S,2024-04-22,"Bengal Fox",2024-04-22 22:31:50,2024-04-22 22:32:00,"Round 04"
"2815","StationA",22H 32M 42S,2024-04-22,"Bengal Fox",2024-04-22 22:32:42,2024-04-22 22:33:00,"Round 04"
"2816","StationA",22H 38M 17S,2024-04-22,"Bengal Fox",2024-04-22 22:38:17,2024-04-22 22:38:00,"Round 04"
"2817","StationA",22H 40M 42S,2024-04-22,"Bengal Fox",2024-04-22 22:40:42,2024-04-22 22:41:00,"Round 04"
"2818","StationA",22H 48M 23S,2024-04-22,"Bengal Fox",2024-04-22 22:48:23,2024-04-22 22:48:00,"Round 04"
"2819","StationA",22H 52M 0S,2024-04-22,"Bengal Fox",2024-04-22 22:52:00,2024-04-22 22:52:00,"Round 04"
"2820","StationA",22H 55M 1S,2024-04-22,"Bengal Fox",2024-04-22 22:55:01,2024-04-22 22:55:00,"Round 04"
"2821","StationA",22H 55M 53S,2024-04-22,"Bengal Fox",2024-04-22 22:55:53,2024-04-22 22:56:00,"Round 04"
"2822","StationA",22H 57M 0S,2024-04-22,"Bengal Fox",2024-04-22 22:57:00,2024-04-22 22:57:00,"Round 04"
"2823","StationA",22H 59M 18S,2024-04-22,"Bengal Fox",2024-04-22 22:59:18,2024-04-22 22:59:00,"Round 04"
"2824","StationA",23H 0M 40S,2024-04-22,"Bengal Fox",2024-04-22 23:00:40,2024-04-22 23:01:00,"Round 04"
"2825","StationA",23H 5M 27S,2024-04-22,"Bengal Fox",2024-04-22 23:05:27,2024-04-22 23:05:00,"Round 04"
"2826","StationA",23H 13M 2S,2024-04-22,"Bengal Fox",2024-04-22 23:13:02,2024-04-22 23:13:00,"Round 04"
"2827","StationA",23H 15M 14S,2024-04-22,"Bengal Fox",2024-04-22 23:15:14,2024-04-22 23:15:00,"Round 04"
